key,woeid,yahoo_name
4540932,2438830,Lexington
4541116,2439749,Lindsay
4541597,2440932,Locust Grove
4541675,2441431,Lone Wolf
4541753,2441843,Lookeba
4542052,2443925,Madill
4542100,2444753,Mangum
4542113,2444869,Mannford
4542164,2445685,Marietta
4542179,2445960,Marlow
4542267,2446960,Maud
4542367,2447459,Mcalester
4542500,2448269,Mcloud
4542557,2448927,Medford
4542692,2450017,Miami
4542765,2450802,Midwest City
4542994,2453748,Mooreland
4543040,2454296,Morrison
4543082,2454710,Mounds
4543228,2455894,Mountain View
4543338,2456621,Muskogee
4543352,2456635,Mustang
4543622,2459382,Newcastle
4543627,2459483,Newkirk
4543733,2460180,Noble
4543762,2460448,Norman
4544025,2462444,Nowata
4544189,2463786,Oaks
4544252,2464461,Oilton
4544257,2464498,Okarche
4544263,2464513,Okeene
4544272,2464515,Okemah
4544349,2464592,Oklahoma City
4544383,2464601,Okmulgee
4547242,2465741,Oologah
4547407,2467019,Owasso
4547504,2467928,Panama
4547544,2468061,Paoli
4547567,2468368,Park Hill
4547675,2469386,Pawhuska
4547684,2469399,Pawnee
4547690,2469343,Pauls Valley
4547849,2470612,Perkins
4547861,2470707,Perry
4547969,2471562,Piedmont
4548233,2474468,Pocola
4548267,2474917,Ponca City
4548280,2474933,Pond Creek
4548320,2475769,Porum
4548363,2475878,Poteau
4548393,2476220,Prague
4548516,2477115,Pryor
4548560,2477315,Purcell
4548606,2477657,Quapaw
4548780,2477938,Quinton
4548897,2478435,Ramona
4548942,2478807,Rattan
4549026,2479424,Red Oak
4549045,2479467,Red Rock
4549259,2481650,Ripley
4549656,2483999,Roland
4550364,2487453,Salina
4550374,2487525,Sallisaw
4550659,2488383,Sand Springs
4550881,2488994,Sapulpa
4550962,2489779,Schulter
4551042,2490761,Seminole
4551060,2490850,Sentinel
4551173,2491871,Shattuck
4551177,2491946,Shawnee
4551250,2492698,Shidler
4551408,2494310,Skiatook
4551486,2495113,Smithville
4551532,2495443,Snyder
4551928,2497545,Sperry
4551934,2497613,Spiro
4552203,2499880,Stidham
4552206,2499889,Stigler
4552215,2499951,Stillwater
4552310,2500386,Stonewall
4552361,2501014,Stroud
4552372,2501040,Stuart
4552519,2501470,Sulphur
4552707,2503599,Tahlequah
4552725,2503682,Talihina
4552740,2503801,Taloga
4552884,2504872,Terral
4553126,2506706,Tishomingo
4553160,2507087,Tonkawa
4553433,2508533,Tulsa
4553466,2508654,Tupelo
4553574,2508979,Tuttle
4554351,2511056,Valliant
4554395,2511554,Velma
4554418,2511984,Vian
4554425,2511999,Vici
4554496,2512517,Vinita
4554548,2513094,Wagoner
4554634,2513966,Walters
4554649,2514100,Wanette
4554693,2514319,Warner
4554800,2515298,Watonga
4554823,2515440,Waukomis
4554829,2515460,Waurika
4554839,2515628,Wayne
4554858,2515724,Weatherford
4554891,2515820,Webbers Falls
4554906,2516193,Weleetka
4554920,2516348,Wellston
4555204,2518760,Wetumka
4555211,2518776,Wewoka
4555423,2520282,Wilburton
4556050,2523848,Woodward
4556085,2524117,Wright City
4556089,2524218,Wyandotte
4556101,2524362,Wynona
4556110,2524476,Yale
4556165,2525126,Yukon
4556232,2352012,Addison
4556341,2356908,Atglen
4556349,2357885,Avondale
4556518,2363021,Berlin
4556681,2366202,Bobtown
4556793,2369866,Brookhaven
4556802,2370239,Broomall
4557004,2375185,Carmichaels
4557109,2377907,Chambersburg
4557148,2379303,Chester Heights
4557181,2380101,Christiana
4557228,2381660,Clifton Heights
4557247,2382309,Coatesville
4557316,2384097,Conestoga
4557319,2384134,Confluence
4557477,2389040,Dallastown
4557606,2393705,Drexel Hill
4557914,2402661,Fawn Grove
4557920,2402724,Fayetteville
4558002,2404802,Folsom
4558004,2404756,Folcroft
4558020,2405817,Fort Loudon
4558131,2408679,Gap
4558236,2410900,Glen Rock
4558247,2411280,Glenolden
4558369,2414208,Greencastle
4558390,2414465,Greensboro
4558475,2417129,Hanover
4558843,2428846,Jefferson
4558942,2431571,Kennett Square
4559077,2436436,Lansdowne
4559168,2438225,Lemont Furnace
4559431,2445553,Marcus Hook
4559447,2445861,Markleysburg
4559490,2446699,Masontown
4559516,2447678,Mcconnellsburg
4559575,2448938,Media
4559600,2449520,Mercersburg
4559619,2450002,Meyersdale
4559685,2451425,Millersville
4559730,2453093,Mont Alto
4559967,2458305,New Freedom
4560057,2462332,Norwood
4560185,2467179,Oxford
4560229,2468600,Parkesburg
4560349,2471217,Philadelphia
4560549,2476949,Prospect Park
4560577,2477674,Quarryville
4560639,2479386,Red Lion
4560709,2481380,Ridley Park
4560776,2483588,Rockwood
4561120,2489920,Scotland
4561160,2491030,Seven Valleys
4561188,2491770,Sharon Hill
4561233,2493233,Shrewsbury
4561391,2497887,Spring Grove
4561501,2499848,Stewartstown
4561542,2500717,Strasburg
4561628,2502975,Swarthmore
4561716,2505892,Thorndale
4561859,2509960,Uniontown
4562070,2515660,Waynesboro
4562078,2515666,Waynesburg
4562144,2516811,West Chester
4562148,2517113,West Grove
4562275,2521220,Willow Street
4562309,2521722,Wind Ridge
4562366,2523459,Woodlyn
4562407,2524847,York
4562831,160698,Bayamon
4563008,160738,Caguas
4563243,160783,Carolina
4566385,161435,Mayaguez
4568451,161777,Trujillo Alto
4568985,2351489,Abbeville
4569067,2352337,Aiken
4569207,2353337,Allendale
4569298,2354569,Anderson
4569362,2354690,Andrews
4569541,2355526,Arcadia
4569801,2358002,Aynor
4569929,2358863,Bamberg
4570015,2359474,Barnwell
4570284,2360876,Beaufort
4570634,2362638,Bennettsville
4571470,2364672,Bishopville
4571582,2365069,Blackville
4571593,2365047,Blacksburg
4571722,2366092,Bluffton
4571725,2366137,Blythewood
4571805,2366347,Boiling Springs
4572098,2368102,Branchville
4573209,2373615,Camden
4573390,2374093,Campobello
4573888,2376486,Cayce
4574153,2377543,Central
4574280,2378170,Chapin
4574324,2378319,Charleston
4574434,2378900,Cheraw
4574517,2379248,Chesnee
4574550,2379334,Chesterfield
4574565,2379287,Chester
4574989,2381397,Clemson
4575028,2381778,Clinton
4575061,2381935,Clover
4575352,2383552,Columbia
4575461,2384404,Conway
4575687,2385528,Cottageville
4576268,2389090,Dalzell
4576319,2389448,Darlington
4576653,2392110,Dillon
4576815,2392989,Dorchester
4577083,2394319,Duncan
4577263,2395251,Easley
4577375,2396531,Eastover
4577532,2397112,Edgefield
4577653,2398246,Elgin
4577897,2400368,Estill
4578039,2401247,Fair Play
4578079,2401472,Fairforest
4578737,2404517,Florence
4578801,2404786,Folly Beach
4578973,2405798,Fort Lawn
4578977,2405844,Fort Mill
4579043,2406280,Fountain Inn
4579418,2408292,Gaffney
4579571,2409214,Gaston
4579662,2409677,Georgetown
4579757,2410124,Gilbert
4580098,2412195,Goose Creek
4580329,2413424,Gray Court
4580543,2414583,Greenville
4580569,2414758,Greenwood
4580599,2414818,Greer
4580983,2416840,Hampton
4581095,2417398,Hardeeville
4581261,2418380,Hartsville
4581361,2419427,Heath Springs
4581833,2422365,Hilton Head Island
4581869,2422736,Hodges
4582000,2423307,Holly Hill
4582042,2423453,Hollywood
4582133,2423859,Honea Path
4582788,2427276,Inman
4583114,2427879,Isle of Palms
4583337,2428850,Jefferson
4583382,2429010,Jenkinsville
4583491,2429385,Joanna
4583544,2429468,Johns Island
4583632,2429633,Johnsonville
4583636,2429642,Johnston
4583722,2429925,Jonesville
4584125,2432829,Kingstree
4584277,2434529,Ladson
4584322,2434794,Lake City
4584541,2435873,Lamar
4584556,2436077,Lancaster
4584590,2436208,Landrum
4584668,2436864,Latta
4584738,2437133,Laurens
4585025,2438973,Liberty
4585421,2440328,Little River
4585835,2442015,Loris
4585988,2443299,Lyman
4585999,2443346,Lynchburg
4586196,2444880,Manning
4586266,2445772,Marion
4586523,2446969,Mauldin
4586530,2447172,Mayesville
4586615,2447603,Mcclellanville
4586642,2447708,Mccormick
4587511,2452860,Moncks Corner
4588165,2455374,Mount Pleasant
4588559,2456015,Mountville
4588634,2456261,Mullins
4588682,2456551,Murrells Inlet
4588718,2456750,Myrtle Beach
4589207,2459317,Newberry
4589300,2460045,Ninety Six
4589360,2460552,North
4589368,2460600,North Augusta
4589387,2460780,North Charleston
4589446,2461366,North Myrtle Beach
4590184,2465941,Orangeburg
4590338,2467458,Pageland
4590413,2467910,Pamplico
4590632,2469388,Pawleys Island
4590739,2470037,Pelion
4590946,2471484,Pickens
4591896,2475480,Port Royal
4592114,2476977,Prosperity
4592411,2478858,Ravenel
4592694,2480011,Reidville
4592831,2480764,Richburg
4592904,2481125,Ridge Spring
4592912,2481192,Ridgeland
4592922,2481269,Ridgeville
4592927,2481292,Ridgeway
4593142,2483145,Rock Hill
4593372,2483852,Roebuck
4593797,2486787,St. George
4594258,2487078,St. Matthews
4594546,2487227,St. Stephen
4594594,2487349,Salem
4594694,2487672,Saluda
4594983,2488937,Santee
4595216,2490114,Scranton
4595346,2490811,Seneca
4595864,2494003,Simpsonville
4597200,2497370,Spartanburg
4597418,2498292,Springfield
4597911,2501671,Summerton
4597919,2501697,Summerville
4597948,2501860,Sumter
4598098,2502934,Swansea
4598353,2504375,Taylors
4598692,2506535,Timmonsville
4598865,2507692,Travelers Rest
4598889,2507844,Trenton
4599063,2508671,Turbeville
4599214,2509732,Union
4599493,2511417,Varnville
4599981,2513436,Walhalla
4600013,2513606,Wallace
4600065,2513955,Walterboro
4600141,2514255,Ware Shoals
4600541,2516842,West Columbia
4600661,2518335,Westminster
4600990,2519953,Whitmire
4601196,2520999,Williston
4601335,2522177,Winnsboro
4601547,2523569,Woodruff
4601703,2524844,York
4602039,2351978,Adamsville
4602167,2352569,Alamo
4602270,2353018,Alexandria
4602483,2353874,Altamont
4603001,2355924,Arlington
4603225,2356636,Ashland City
4603284,2356936,Athens
4603330,2357221,Atwood
4603347,2357140,Atoka
4604411,2360154,Baxter
4605372,2362084,Bells
4605577,2362778,Benton
4606037,2363587,Bethpage
4607201,2365712,Blountville
4607414,2366041,Bluff City
4607598,2366445,Bolivar
4608147,2367845,Bradford
4608408,2368570,Brentwood
4608616,2369151,Brighton
4608657,2369342,Bristol
4609116,2370559,Brownsville
4609163,2370669,Bruceton
4609789,2371706,Bulls Gap
4610022,2372187,Burns
4610363,2372814,Byrdstown
4611656,2375730,Carthage
4612315,2377149,Celina
4612465,2377504,Centerville
4612725,2378128,Chapel Hill
4612862,2378695,Chattanooga
4613560,2380254,Church Hill
4613863,2380828,Clarksburg
4613868,2380893,Clarksville
4614088,2381467,Cleveland
4614366,2382259,Coalfield
4614370,2382268,Coalmont
4614720,2383105,Collegedale
4614748,2383137,Collierville
4614867,2383551,Columbia
4615145,2384455,Cookeville
4615418,2384839,Copperhill
4615514,2385150,Cornersville
4615631,2385606,Cottontown
4615804,2386266,Covington
4615851,2386301,Cowan
4615975,2386489,Crab Orchard
4616470,2387720,Crossville
4617112,2389199,Dandridge
4617536,2389878,Dayton
4617650,2390191,Decatur
4617668,2390218,Decherd
4618057,2392008,Dickson
4618921,2393362,Dover
4618964,2393505,Doyle
4619013,2393659,Dresden
4619629,2394484,Dunlap
4619800,2394932,Dyersburg
4620634,2398338,Elizabethton
4620702,2398547,Elkton
4621108,2400087,Erin
4621130,2400152,Erwin
4621192,2400370,Estill Springs
4621503,2401879,Fairview
4621915,2402727,Fayetteville
4622112,2403426,Finger
4623560,2406968,Franklin
4623805,2407687,Friendship
4624086,2408282,Gadsden
4624116,2408339,Gainesboro
4624172,2408512,Gallaway
4624180,2408506,Gallatin
4624443,2409305,Gatlinburg
4624601,2409827,Germantown
4624940,2410672,Gleason
4625282,2412069,Goodlettsville
4626029,2413542,Graysville
4626275,2414104,Greenback
4626286,2414169,Greenbrier
4626334,2414258,Greeneville
4627863,2417942,Harriman
4628044,2418174,Harrogate
4628109,2418379,Hartsville
4628617,2419776,Helenwood
4628695,2419947,Henderson
4628735,2419982,Hendersonville
4628800,2420056,Henning
4628806,2420089,Henry
4629660,2422074,Hillsboro
4629986,2422860,Hohenwald
4630711,2424433,Hornbeak
4631291,2425507,Humboldt
4631422,2425793,Huntingdon
4631435,2425933,Huntland
4631443,2426003,Huntsville
4632591,2428141,Jacksboro
4632595,2428173,Jackson
4632852,2428577,Jamestown
4632892,2428719,Jasper
4632959,2428865,Jefferson City
4632967,2428958,Jellico
4633419,2429523,Johnson City
4633848,2429870,Jonesborough
4634662,2432757,Kingsport
4634671,2432800,Kingston
4634683,2432822,Kingston Springs
4634946,2433662,Knoxville
4635031,2434363,La Vergne
4635093,2434557,Lafayette
4635849,2437294,Lawrenceburg
4636045,2437674,Lebanon
4636285,2438294,Lenoir City
4636442,2438734,Lewisburg
4636463,2438833,Lexington
4636915,2439692,Linden
4637626,2440579,Livingston
4638201,2441987,Loretto
4638278,2442277,Loudon
4638759,2443285,Lyles
4638782,2443347,Lynchburg
4638819,2443482,Lynnville
4639072,2444026,Madisonville
4639224,2444667,Manchester
4639684,2446279,Martin
4639859,2446610,Mascot
4640160,2447291,Maynardville
4640569,2447906,Mcewen
4640736,2448141,Mckenzie
4640882,2448305,Mcminnville
4641110,2448959,Medina
4641239,2449323,Memphis
4641630,2450862,Milan
4641998,2451508,Millington
4642141,2452181,Minor Hill
4642403,2453223,Monteagle
4642410,2453277,Monterey
4642914,2454299,Morrison
4642938,2454336,Morristown
4643336,2455073,Mount Juliet
4643578,2455356,Mount Pleasant
4643953,2455727,Mountain City
4644282,2456320,Munford
4644312,2456416,Murfreesboro
4644585,2457170,Nashville
4645255,2458610,New Johnsonville
4645293,2458720,New Market
4645498,2459311,Newbern
4645532,2459588,Newport
4645738,2460267,Nolensville
4646571,2463242,Oak Ridge
4646605,2463378,Oakdale
4646637,2463545,Oakland
4647282,2465362,Oliver Springs
4647287,2465642,Oneida
4647313,2465742,Ooltewah
4647405,2466324,Orlinda
4647809,2467738,Palmer
4647963,2468280,Paris
4648217,2468922,Parsons
4648641,2470019,Pelham
4648917,2470952,Petersburg
4649251,2471697,Pigeon Forge
4650064,2473879,Pleasant Hill
4650295,2474170,Pleasant View
4650946,2475681,Portland
4651138,2476083,Powell
4651648,2477197,Pulaski
4652359,2479244,Red Boiling Springs
4653228,2481655,Ripley
4653999,2483591,Rockwood
4654293,2483956,Rogersville
4654984,2486153,Rutledge
4655515,2487298,Sale Creek
4656006,2489313,Savannah
4656442,2490724,Selmer
4656585,2491087,Sevierville
4656589,2491095,Sewanee
4656630,2491143,Seymour
4657633,2493473,Signal Mountain
4658541,2495125,Smithville
4658590,2495232,Smyrna
4658766,2495532,Soddy-Daisy
4658802,2495737,Somerville
4658948,2496248,South Fulton
4659005,2496620,South Pittsburg
4659177,2497358,Sparta
4659446,2497954,Spring Hill
4659557,2498308,Springfield
4660988,2501675,Summertown
4661041,2501949,Sunbright
4661150,2502659,Surgoinsville
4661331,2503124,Sweetwater
4661964,2504463,Tazewell
4662017,2504613,Tellico Plains
4662170,2504774,Tennessee Ridge
4662809,2506689,Tiptonville
4663110,2507552,Tracy City
4663205,2507849,Trenton
4663367,2508201,Troy
4663494,2508513,Tullahoma
4663928,2509638,Unicoi
4664170,2509773,Union City
4664815,2512810,Vonore
4665933,2514513,Wartburg
4666202,2515512,Waverly
4666247,2515658,Waynesboro
4666960,2518371,Westmoreland
4667282,2519329,White House
4667530,2519856,Whiteville
4668336,2521693,Winchester
4668397,2522041,Winfield
4668717,2522949,Woodbury
4669635,2351598,Abilene
4669828,2352019,Addison
4670074,2352567,Alamo
4670091,2352616,Alba
4670094,2352641,Albany
4670165,2352955,Aledo
4670234,2353153,Alice
4670300,2353276,Allen
4670582,2354041,Alvarado
4670592,2354059,Alvin
4670707,2354449,Anahuac
4670732,2354562,Anderson
4670866,2354767,Angleton
4670871,2354846,Anna
4670901,2354975,Anson
4671141,2355414,Aransas Pass
4671212,2355786,Argyle
4671240,2355944,Arlington
4671545,2356935,Athens
4671576,2357020,Atlanta
4671620,2357249,Aubrey
4671654,2357536,Austin
4671762,2357757,Avery
4671800,2358038,Azle
4671939,2358293,Bailey
4671988,2358382,Baird
4672145,2358743,Ballinger
4672171,2358904,Bandera
4672479,2359676,Bartlett
4672576,2359891,Bastrop
4672731,2360438,Baytown
4672989,2360899,Beaumont
4673094,2361180,Bedford
4673258,2361467,Beeville
4673353,2361769,Bellaire
4673390,2362085,Bells
4673398,2362167,Bellville
4673425,2362339,Belton
4673475,2362470,Benavides
4674337,2364105,Big Sandy
4674593,2364650,Bishop
4674911,2365324,Blanco
4675153,2365869,Blue Ridge
4675373,2366263,Boerne
4675525,2366425,Boling
4675577,2366659,Bonham
4675803,2367437,Bowie
4676032,2367956,Brady
4676131,2368361,Brazoria
4676181,2368391,Breckenridge
4676206,2368497,Brenham
4676316,2368872,Bridge City
4676327,2368945,Bridgeport
4676571,2370066,Brookshire
4676737,2370495,Brownsboro
4676740,2370568,Brownsville
4676798,2370627,Brownwood
4677008,2370857,Bryan
4677230,2371470,Buffalo
4677344,2371656,Bullard
4677392,2371722,Bulverde
4677412,2371734,Buna
4677526,2371975,Burkburnett
4677551,2372036,Burleson
4677592,2372121,Burnet
4677859,2372760,Byers
4678005,2372969,Caddo Mills
4678111,2373172,Caldwell
4678322,2373439,Calvert
4678599,2374011,Campbell
4678858,2374505,Canton
4678901,22664075,Canyon Lake
4679148,2375474,Carrizo Springs
4679195,2375543,Carrollton
4679272,2375723,Carthage
4679459,2376197,Castroville
4679803,2376821,Cedar Hill
4679867,2376899,Cedar Park
4679936,2377140,Celeste
4679944,2377150,Celina
4679988,2377220,Center
4680037,2377312,Center Point
4680082,2377499,Centerville
4680369,2378011,Chandler
4680388,2378057,Channelview
4680560,2378424,Charlotte
4680678,2379280,Chester
4680756,2379794,Chilton
4681462,2380317,Cibolo
4681521,2380459,Cisco
4681758,2380890,Clarksville
4681976,2381337,Cleburne
4682032,2381470,Cleveland
4682066,2381640,Clifton
4682163,2382117,Clute
4682169,2382149,Clyde
4682352,2382790,Coldspring
4682380,2382871,Coleman
4682464,2383087,College Station
4682478,2383121,Colleyville
4682536,2383216,Collinsville
4682665,2383656,Columbus
4682698,2383736,Comanche
4682748,2383783,Comfort
4682762,2383804,Commerce
4682991,2384304,Conroe
4683021,2384379,Converse
4683089,2384562,Coolidge
4683141,2384631,Cooper
4683217,2384788,Coppell
4683244,2384831,Copperas Cove
4683416,2385304,Corpus Christi
4683462,2385344,Corsicana
4683696,2385690,Cotulla
4684056,2386662,Crandall
4684084,2386778,Crawford
4684218,2387347,Crockett
4684301,2387499,Crosby
4684431,2387785,Crowell
4684434,2387798,Crowley
4684480,2387970,Crystal City
4684547,2388104,Cuero
4684611,2388245,Cumby
4684678,2388471,Cushing
4684819,2388692,D'Hanis
4684858,2388784,Daingerfield
4684888,2388929,Dallas
4685144,2389138,Damon
4685428,2389779,Dawson
4685449,2389877,Dayton
4685478,2389980,De Leon
4685524,2391560,DeSoto
4685617,2390192,Decatur
4685737,2390430,Deer Park
4685892,2391100,Denison
4685907,2391231,Denton
4686163,2391997,Dickinson
4686434,2392493,Dodd City
4686593,2392879,Donna
4686890,2393728,Driftwood
4686903,2393757,Dripping Springs
4687331,2394356,Duncanville
4687579,2395047,Eagle Lake
4687678,2395335,East Bernard
4688071,2396450,Eastland
4688216,2396920,Edcouch
4688222,2396997,Eden
4688275,2397374,Edinburg
4688506,2397739,El Campo
4688739,2398192,Electra
4688756,2398250,Elgin
4689077,2398949,Elmendorf
4689120,2399150,Elsa
4689236,2399494,Emory
4689311,2399770,Ennis
4689550,2400549,Euless
4689837,2401417,Fairfield
4690070,2402072,Falfurrias
4690097,2402147,Falls City
4690218,2402407,Farmersville
4690292,2402725,Fayetteville
4690428,2403157,Ferris
4691441,2404186,Flatonia
4691524,2404511,Florence
4691553,2404555,Floresville
4691585,2404622,Flower Mound
4691833,2405528,Forney
4691930,2406080,Fort Worth
4692193,2406956,Franklin
4692279,2407169,Fredericksburg
4692355,2407347,Freeport
4692400,2407515,Fresno
4692521,2407730,Friendswood
4692559,2407781,Frisco
4692658,2408116,Fulshear
4692746,2408353,Gainesville
4692771,2408444,Galena Park
4692883,2408583,Galveston
4692898,2408626,Ganado
4693003,2408980,Garland
4693065,2409100,Garrison
4693150,2409265,Gatesville
4693325,2409591,George West
4693342,2409678,Georgetown
4693389,2409855,Geronimo
4693472,2410063,Giddings
4693569,2410337,Gilmer
4693621,2410552,Gladewater
4693696,2410905,Glen Rose
4693832,2411628,Godley
4693906,2411886,Goldthwaite
4693921,2411922,Goliad
4693940,2411956,Gonzales
4694126,2412265,Gordon
4694156,2412347,Gorman
4694420,2412675,Graham
4694459,2412746,Granbury
4694482,2412837,Grand Prairie
4694503,2412959,Grandview
4694562,2413225,Grapeland
4694568,2413237,Grapevine
4695066,2414585,Greenville
4695270,2415163,Groesbeck
4695317,2415358,Groves
4695553,2415698,Gunter
4695866,2416333,Hallettsville
4695894,2416432,Hallsville
4695912,2416477,Haltom City
4695938,2416592,Hamilton
4696134,2417425,Hardin
4696202,2417587,Harker Heights
4696233,2417649,Harlingen
4696310,2417856,Harper
4696593,2418525,Haskell
4696605,2418539,Haslet
4696686,2418863,Hawkins
4696862,2419377,Hearne
4696922,2419515,Hebbronville
4697038,2419830,Helotes
4697054,2419900,Hemphill
4697060,2419904,Hempstead
4697128,2420073,Henrietta
4697330,2420571,Hewitt
4697440,2420968,Hico
4697442,2420973,Hidalgo
4697652,2421615,Highlands
4697867,2422078,Hillsboro
4697988,2422536,Hitchcock
4698254,2423094,Holland
4698562,2423855,Hondo
4698610,2423883,Honey Grove
4698646,2424051,Hooks
4698864,23418129,Horseshoe Bay
4699066,2424766,Houston
4699204,2425012,Howe
4699235,2425161,Hubbard
4699392,2425393,Hughes Springs
4699442,2425495,Humble
4699540,2426007,Huntsville
4699575,2426140,Hurst
4699608,2426194,Hutchins
4699626,2426225,Hutto
4700023,2427118,Industry
4700033,2427181,Ingleside
4700044,2427236,Ingram
4700122,2427434,Iowa Park
4700168,2427690,Irving
4700234,2427924,Italy
4700235,2427928,Itasca
4700455,2428140,Jacksboro
4700550,2428345,Jacksonville
4700731,2428721,Jasper
4700817,2428860,Jefferson
4701106,2429389,Joaquin
4701346,2429522,Johnson City
4701659,2430065,Joshua
4701686,2430081,Jourdanton
4701791,2430262,Junction
4701814,2430384,Justin
4702664,2430757,Karnes City
4702728,2430847,Kaufman
4702732,2430835,Katy
4702785,2431041,Keene
4702828,2431176,Keller
4702913,2431344,Kemah
4702914,2431356,Kemp
4702957,2431435,Kendleton
4702965,2431447,Kenedy
4702986,2431514,Kennedale
4703063,2431854,Kerens
4703078,2431919,Kerrville
4703199,2432261,Kilgore
4703223,2432286,Killeen
4703372,2432735,Kingsland
4703384,2432840,Kingsville
4703553,2433474,Knippa
4703578,2433628,Knox City
4703760,2433965,Krum
4703811,2434077,Kyle
4703958,2434209,La Grange
4703997,2434249,La Joya
4704027,2434271,La Marque
4704108,2434312,La Porte
4704131,2434321,La Pryor
4704180,2434366,La Vernia
4704264,2434522,Ladonia
4704482,2434833,Lake Dallas
4704628,2434976,Lake Jackson
4705176,2436027,Lampasas
4705191,2436081,Lancaster
4705349,2436565,Laredo
4705494,2436764,Lasara
4705584,2437191,Lavon
4705692,2437536,League City
4705702,2437546,Leakey
4705708,2437565,Leander
4705943,2438413,Leonard
4706057,2438795,Lewisville
4706088,2439002,Liberty
4706161,2439072,Liberty Hill
4706386,2439645,Lindale
4706404,2439691,Linden
4706509,2439953,Lipan
4706736,2440183,Little Elm
4706919,2440340,Little River-Academy
4707158,2440558,Liverpool
4707173,2440584,Livingston
4707191,2440632,Llano
4707295,2440811,Lockhart
4707403,2441259,Lometa
4707445,2441355,Lone Oak
4707479,2441413,Lone Star
4707814,2441761,Longview
4707868,2441961,Lorena
4707932,2442118,Los Fresnos
4708066,2442238,Lott
4708089,2442311,Louise
4708138,2442429,Lovelady
4708320,2443023,Luling
4708328,2443046,Lumberton
4708403,2443266,Lyford
4708477,2443590,Lytle
4708535,2443607,Mabank
4708703,2444025,Madisonville
4708747,2444166,Magnolia
4708877,2444420,Malakoff
4708913,2444522,Malone
4708936,2444640,Manchaca
4708989,2444928,Manor
4709013,2444983,Mansfield
4709027,2445086,Manvel
4709090,2445466,Marble Falls
4709161,2445759,Marion
4709215,2445937,Marlin
4709236,2446018,Marquez
4709272,2446111,Marshall
4709320,2446218,Mart
4709501,2446656,Mason
4709615,2446842,Mathis
4709663,2446997,Mauriceville
4709770,2447314,Maypearl
4709796,2447466,Mcallen
4710129,2448015,Mcgregor
4710178,2448187,Mckinney
4710574,2449136,Melissa
4710697,2449374,Menard
4710749,2449496,Mercedes
4710782,2449594,Meridian
4710826,2449853,Mesquite
4710963,2449964,Mexia
4711156,2450510,Midlothian
4711281,2450867,Milano
4711315,2450968,Milford
4711628,2451933,Mineola
4711647,2452000,Mineral Wells
4711725,2452328,Mission
4711801,2452376,Missouri City
4711967,2453094,Mont Belvieu
4711972,2453116,Montague
4712033,2453363,Montgomery
4712097,2453627,Moody
4712142,2453712,Moore
4712933,2455373,Mount Pleasant
4713032,2455565,Mount Vernon
4713351,2456157,Muenster
4713735,2456828,Nacogdoches
4713866,2457359,Navasota
4713932,2457504,Nederland
4713946,2457562,Needville
4714062,2457927,Nevada
4714126,2458069,New Boston
4714131,2458076,New Braunfels
4714603,2459085,New Waverly
4714660,2459263,Newark
4714713,2459666,Newton
4714829,2460134,Nixon
4715292,2461528,North Richland Hills
4716128,2464233,Odem
4716683,2465440,Olney
4716701,2465602,Onalaska
4716805,2465888,Orange
4716812,2465918,Orange Grove
4716833,2466105,Ore City
4716998,2466983,Overton
4717199,2467524,Paint Rock
4717218,2467567,Palacios
4717283,2467739,Palmer
4717376,2467870,Palo Pinto
4717546,2468128,Paradise
4717560,2468279,Paris
4717782,2468963,Pasadena
4718097,2469725,Pearland
4718107,2469737,Pearsall
4718711,2471130,Pflugerville
4718721,2471139,Pharr
4719021,2471841,Pilot Point
4719246,2472597,Pinehurst
4719416,2473217,Pittsburg
4719457,2473475,Plano
4719720,2474211,Pleasanton
4719846,2474569,Point Comfort
4719860,2474544,Point
4719966,2474956,Ponder
4720036,2475318,Port Aransas
4720039,2475321,Port Arthur
4720060,2475407,Port Isabel
4720067,2475421,Port Lavaca
4720072,2475441,Port Neches
4720131,2475684,Portland
4720270,2475880,Poteet
4720272,2475883,Poth
4720314,2475995,Pottsboro
4720493,2476297,Prairie View
4720529,2476406,Premont
4720743,2476718,Princeton
4720789,2476839,Progreso
4720833,2476967,Prosper
4721023,2477651,Quanah
4721041,2477734,Queen City
4721089,2477891,Quinlan
4721115,2477954,Quitman
4721504,2478672,Ranger
4721703,2479017,Raymondville
4721921,2479422,Red Oak
4722145,2479898,Refugio
4722543,2480617,Rice
4722625,2480733,Richardson
4722684,2480902,Richmond
4722837,2481595,Rio Grande City
4722843,2481598,Rio Hondo
4723008,2482476,Riviera
4723024,2482551,Roanoke
4723212,2482900,Robstown
4723369,2483318,Rockdale
4723406,2483565,Rockwall
4723670,2483904,Rogers
4723914,2484812,Rosenberg
4723944,2484906,Rosharon
4723967,2484956,Ross
4724078,2485162,Round Mountain
4724129,2485177,Round Rock
4724145,2485191,Round Top
4724194,2485328,Rowlett
4724241,2485525,Royse City
4724309,2485764,Runge
4724359,2485909,Rusk
4724530,2486278,Sabinal
4724564,2486314,Sachse
4724612,2486460,Sadler
4724892,2486803,St. Hedwig
4725807,2487286,Salado
4726206,2487796,San Antonio
4726256,2487851,San Augustine
4726290,2487854,San Benito
4726311,2487940,San Diego
4726440,2488085,San Juan
4726491,2488125,San Marcos
4726582,2488215,San Saba
4726799,2488461,Sandia
4726957,2488759,Sanger
4726982,2488816,Santa Anna
4727022,2488866,Santa Fe
4727227,2489357,Savoy
