key,woeid,yahoo_name
US:04975,12759844,"Shawmut, ME 04975"
US:04978,12759846,"Smithfield, ME 04978"
US:04979,12759847,"Solon, ME 04979"
US:04981,12759848,"Stockton Springs, ME 04981"
US:04982,12759849,"Stratton, ME 04982"
US:04983,12759850,"Strong, ME 04983"
US:04984,12759851,"Temple, ME 04984"
US:04985,12759852,"West Forks, ME 04985"
US:04986,12759853,"Thorndike, ME 04986"
US:04987,12759854,"Troy, ME 04987"
US:04989,12759856,"Vassalboro, ME 04989"
US:04992,12759857,"West Farmington, ME 04992"
US:05001,12759858,"White River Junction, VT 05001"
US:05009,12759859,"White River Junction, VT 05009"
US:05030,12759860,"Ascutney, VT 05030"
US:05031,12759861,"Barnard, VT 05031"
US:05032,12759862,"Bethel, VT 05032"
US:05033,12759863,"Bradford, VT 05033"
US:05034,12759864,"Bridgewater, VT 05034"
US:05035,12759865,"Bridgewater Corners, VT 05035"
US:05036,12759866,"Brookfield, VT 05036"
US:05037,12759867,"Brownsville, VT 05037"
US:05038,12759868,"Chelsea, VT 05038"
US:05039,12759869,"Corinth, VT 05039"
US:05040,12759870,"East Corinth, VT 05040"
US:05041,12759871,"East Randolph, VT 05041"
US:05042,12759872,"East Ryegate, VT 05042"
US:05043,12759873,"East Thetford, VT 05043"
US:05045,12759874,"Fairlee, VT 05045"
US:05046,12759875,"Groton, VT 05046"
US:05048,12759877,"Hartland, VT 05048"
US:05050,12759879,"Mcindoe Falls, VT 05050"
US:05051,12759880,"Newbury, VT 05051"
US:05052,12759881,"North Hartland, VT 05052"
US:05053,12759882,"North Pomfret, VT 05053"
US:05055,12759884,"Norwich, VT 05055"
US:05056,12759885,"Plymouth, VT 05056"
US:05058,12759886,"Post Mills, VT 05058"
US:05059,12759887,"Quechee, VT 05059"
US:05060,12759888,"Randolph, VT 05060"
US:05061,12759889,"Randolph Center, VT 05061"
US:05062,12759890,"Reading, VT 05062"
US:05065,12759891,"Sharon, VT 05065"
US:05067,12759892,"South Pomfret, VT 05067"
US:05068,12759893,"South Royalton, VT 05068"
US:05069,12759894,"South Ryegate, VT 05069"
US:05070,12759895,"South Strafford, VT 05070"
US:05071,12759896,"South Woodstock, VT 05071"
US:05072,12759897,"Strafford, VT 05072"
US:05073,12759898,"Taftsville, VT 05073"
US:05075,12759900,"Thetford Center, VT 05075"
US:05076,12759901,"Topsham Four Corners, VT 05076"
US:05077,12759902,"Tunbridge, VT 05077"
US:05079,12759903,"Vershire, VT 05079"
US:05081,12759904,"Wells River, VT 05081"
US:05083,12759905,"West Fairlee, VT 05083"
US:05084,12759906,"West Hartford, VT 05084"
US:05086,12759908,"West Topsham, VT 05086"
US:05088,12759909,"Wilder, VT 05088"
US:05089,12759910,"Windsor, VT 05089"
US:05091,12759911,"Woodstock, VT 05091"
US:05101,12759912,"Bellows Falls, VT 05101"
US:05141,12759913,"Cambridgeport, VT 05141"
US:05142,12759914,"Cavendish, VT 05142"
US:05143,12759915,"Chester, VT 05143"
US:05146,12759917,"Grafton, VT 05146"
US:05148,12759918,"Londonderry, VT 05148"
US:05150,12759920,"North Springfield, VT 05150"
US:05151,12759921,"Perkinsville, VT 05151"
US:05152,12759922,"Peru, VT 05152"
US:05153,12759923,"Proctorsville, VT 05153"
US:05154,12759924,"Saxtons River, VT 05154"
US:05155,12759925,"South Londonderry, VT 05155"
US:05156,12759926,"Springfield, VT 05156"
US:05158,12759927,"Westminster, VT 05158"
US:05159,12759928,"Westminster Station, VT 05159"
US:05161,12759929,"Weston, VT 05161"
US:05201,12759930,"Bennington, VT 05201"
US:05250,12759931,"Arlington, VT 05250"
US:05251,12759932,"Dorset, VT 05251"
US:05252,12759933,"East Arlington, VT 05252"
US:05253,12759934,"East Dorset, VT 05253"
US:05255,12759936,"Manchester Center, VT 05255"
US:05257,12759937,"North Bennington, VT 05257"
US:05260,12759938,"North Pownal, VT 05260"
US:05261,12759939,"Pownal, VT 05261"
US:05262,12759940,"Shaftsbury, VT 05262"
US:05301,12759941,"Brattleboro, VT 05301"
US:05340,12759945,"Bondville, VT 05340"
US:05341,12759946,"East Dover, VT 05341"
US:05342,12759947,"Jacksonville, VT 05342"
US:05343,12759948,"Jamaica, VT 05343"
US:05344,12759949,"Marlboro, VT 05344"
US:05345,12759950,"Newfane, VT 05345"
US:05346,12759951,"Putney, VT 05346"
US:05350,12759952,"Readsboro, VT 05350"
US:05351,12759953,"South Newfane, VT 05351"
US:05352,12759954,"Stamford, VT 05352"
US:05353,12759955,"Townshend, VT 05353"
US:05354,12759956,"Vernon, VT 05354"
US:05355,12759957,"Wardsboro, VT 05355"
US:05356,12759958,"West Dover, VT 05356"
US:05358,12759960,"West Halifax, VT 05358"
US:05359,12759961,"West Townshend, VT 05359"
US:05360,12759962,"West Wardsboro, VT 05360"
US:05361,12759963,"Whitingham, VT 05361"
US:05362,12759964,"Williamsville, VT 05362"
US:05363,12759965,"Wilmington, VT 05363"
US:05401,12759966,"Burlington, VT 05401"
US:05403,12759968,"South Burlington, VT 05403"
US:05404,12759969,"Winooski, VT 05404"
US:05405,12759970,"Burlington, VT 05405"
US:05408,28350078,"Burlington, VT 05408"
US:05440,12759974,"Alburg, VT 05440"
US:05441,12759975,"Bakersfield, VT 05441"
US:05442,12759976,"Belvidere Center, VT 05442"
US:05443,12759977,"Bristol, VT 05443"
US:05444,12759978,"Cambridge, VT 05444"
US:05445,12759979,"Charlotte, VT 05445"
US:05446,12759980,"Colchester, VT 05446"
US:05447,12759981,"East Berkshire, VT 05447"
US:05448,12759982,"East Fairfield, VT 05448"
US:05450,12759984,"Enosburg Falls, VT 05450"
US:05452,12759986,"Essex Junction, VT 05452"
US:05454,12759988,"Fairfax, VT 05454"
US:05455,12759989,"Fairfield, VT 05455"
US:05456,12759990,"Ferrisburg, VT 05456"
US:05457,12759991,"Franklin, VT 05457"
US:05458,12759992,"Grand Isle, VT 05458"
US:05459,12759993,"Highgate Center, VT 05459"
US:05461,12759995,"Hinesburg, VT 05461"
US:05462,12759996,"Huntington, VT 05462"
US:05463,12759997,"Isle la Motte, VT 05463"
US:05464,12759998,"Jeffersonville, VT 05464"
US:05468,12760001,"Milton, VT 05468"
US:05471,12760004,"Montgomery Center, VT 05471"
US:05472,12760005,"New Haven, VT 05472"
US:05473,12760006,"North Ferrisburg, VT 05473"
US:05474,12760007,"North Hero, VT 05474"
US:05476,12760008,"Richford, VT 05476"
US:05477,12760009,"Richmond, VT 05477"
US:05479,12760011,"St. Albans, VT 05479"
US:05481,12760012,"St. Albans Bay, VT 05481"
US:05482,12760013,"Shelburne, VT 05482"
US:05483,12760014,"Sheldon, VT 05483"
US:05485,12760015,"Sheldon Springs, VT 05485"
US:05486,12760016,"South Hero, VT 05486"
US:05487,12760017,"Starksboro, VT 05487"
US:05488,12760018,"Swanton, VT 05488"
US:05489,12760019,"Underhill, VT 05489"
US:05490,12760020,"Underhill Center, VT 05490"
US:05491,12760021,"Vergennes, VT 05491"
US:05492,12760022,"Waterville, VT 05492"
US:05494,12760023,"Westford, VT 05494"
US:05495,12760024,"Williston, VT 05495"
US:05501,12760025,"Andover, MA 05501"
US:05602,12760028,"Montpelier, VT 05602"
US:05603,12760029,"Montpelier, VT 05603"
US:05609,12760031,"Montpelier, VT 05609"
US:05620,12760032,"Montpelier, VT 05620"
US:05633,12760033,"Montpelier, VT 05633"
US:05640,12760034,"Adamant, VT 05640"
US:05641,12760035,"Barre, VT 05641"
US:05647,12760036,"Cabot, VT 05647"
US:05648,12760037,"Calais, VT 05648"
US:05649,12760038,"East Barre, VT 05649"
US:05650,12760039,"East Calais, VT 05650"
US:05651,12760040,"East Montpelier, VT 05651"
US:05652,12760041,"Eden, VT 05652"
US:05653,12760042,"Eden Mills, VT 05653"
US:05654,12760043,"Graniteville, VT 05654"
US:05655,12760044,"Hyde Park, VT 05655"
US:05656,12760045,"Johnson, VT 05656"
US:05658,12760047,"Marshfield, VT 05658"
US:05660,12760048,"Moretown, VT 05660"
US:05661,12760049,"Morrisville, VT 05661"
US:05663,12760051,"Northfield, VT 05663"
US:05666,12760054,"North Montpelier, VT 05666"
US:05667,12760055,"Plainfield, VT 05667"
US:05669,12760056,"Roxbury, VT 05669"
US:05671,12760058,"Waterbury, VT 05671"
US:05672,12760059,"Stowe, VT 05672"
US:05673,12760060,"Waitsfield, VT 05673"
US:05675,12760062,"Washington, VT 05675"
US:05677,12760064,"Waterbury Center, VT 05677"
US:05678,12760065,"Websterville, VT 05678"
US:05679,12760066,"Williamstown, VT 05679"
US:05680,12760067,"Wolcott, VT 05680"
US:05681,12760068,"Woodbury, VT 05681"
US:05682,12760069,"Worcester, VT 05682"
US:05701,12760070,"Rutland, VT 05701"
US:05730,12760072,"Belmont, VT 05730"
US:05732,12760074,"Bomoseen, VT 05732"
US:05733,12760075,"Brandon, VT 05733"
US:05734,12760076,"Bridport, VT 05734"
US:05735,12760077,"Castleton, VT 05735"
US:05736,12760078,"Center Rutland, VT 05736"
US:05737,12760079,"Chittenden, VT 05737"
US:05738,12760080,"Cuttingsville, VT 05738"
US:05739,12760081,"Danby, VT 05739"
US:05742,12760084,"East Wallingford, VT 05742"
US:05744,12760086,"Florence, VT 05744"
US:05747,12760089,"Granville, VT 05747"
US:05748,12760090,"Hancock, VT 05748"
US:05751,12760092,"Killington, VT 05751"
US:05753,12760093,"Middlebury, VT 05753"
US:05757,12760094,"Middletown Springs, VT 05757"
US:05758,12760095,"Mount Holly, VT 05758"
US:05759,12760096,"North Clarendon, VT 05759"
US:05760,12760097,"Orwell, VT 05760"
US:05761,12760098,"Pawlet, VT 05761"
US:05762,12760099,"Pittsfield, VT 05762"
US:05763,12760100,"Pittsford, VT 05763"
US:05764,12760101,"Poultney, VT 05764"
US:05765,12760102,"Proctor, VT 05765"
US:05766,12760103,"Ripton, VT 05766"
US:05767,12760104,"Rochester, VT 05767"
US:05768,12760105,"Rupert, VT 05768"
US:05769,12760106,"Salisbury, VT 05769"
US:05770,12760107,"Shoreham, VT 05770"
US:05772,12760108,"Stockbridge, VT 05772"
US:05773,12760109,"Wallingford, VT 05773"
US:05774,12760110,"Wells, VT 05774"
US:05775,12760111,"West Pawlet, VT 05775"
US:05776,12760112,"West Rupert, VT 05776"
US:05777,12760113,"West Rutland, VT 05777"
US:05778,12760114,"Whiting, VT 05778"
US:05820,12760116,"Albany, VT 05820"
US:05821,12760117,"Barnet, VT 05821"
US:05822,12760118,"Barton, VT 05822"
US:05824,12760120,"Concord, VT 05824"
US:05825,12760121,"Coventry, VT 05825"
US:05826,12760122,"Craftsbury, VT 05826"
US:05827,12760123,"Craftsbury Common, VT 05827"
US:05828,12760124,"Danville, VT 05828"
US:05829,12760125,"Derby, VT 05829"
US:05830,12760126,"Derby Line, VT 05830"
US:05832,12760127,"East Burke, VT 05832"
US:05833,12760128,"East Charleston, VT 05833"
US:05836,12760129,"East Hardwick, VT 05836"
US:05837,12760130,"East Haven, VT 05837"
US:05839,12760132,"Glover, VT 05839"
US:05840,12760133,"Granby, VT 05840"
US:05841,12760134,"Greensboro, VT 05841"
US:05842,12760135,"Greensboro Bend, VT 05842"
US:05843,12760136,"Hardwick, VT 05843"
US:05845,12760137,"Irasburg, VT 05845"
US:05846,12760138,"Island Pond, VT 05846"
US:05847,12760139,"Lowell, VT 05847"
US:05850,12760142,"Lyndon Center, VT 05850"
US:05851,12760143,"Lyndonville, VT 05851"
US:05853,12760144,"Morgan, VT 05853"
US:05857,12760146,"Newport, VT 05857"
US:05858,12760147,"North Concord, VT 05858"
US:05859,12760148,"North Troy, VT 05859"
US:05860,12760149,"Orleans, VT 05860"
US:05861,12760150,"Passumpsic, VT 05861"
US:05862,12760151,"Peacham, VT 05862"
US:05866,12760153,"Sheffield, VT 05866"
US:05867,12760154,"Sutton, VT 05867"
US:05868,12760155,"Troy, VT 05868"
US:05871,12760156,"West Burke, VT 05871"
US:05872,12760157,"West Charleston, VT 05872"
US:05873,12760158,"West Danville, VT 05873"
US:05874,12760159,"Westfield, VT 05874"
US:05875,12760160,"West Glover, VT 05875"
US:05902,12760162,"Beecher Falls, VT 05902"
US:05903,12760163,"Canaan, VT 05903"
US:05904,12760164,"Gilman, VT 05904"
US:05905,12760165,"Guildhall, VT 05905"
US:05906,12760166,"Lunenburg, VT 05906"
US:05907,12760167,"Norton, VT 05907"
US:06001,12760168,"Avon, CT 06001"
US:06002,12760169,"Bloomfield, CT 06002"
US:06006,12760170,"Windsor, CT 06006"
US:06010,12760171,"Bristol, CT 06010"
US:06013,12760173,"Burlington, CT 06013"
US:06016,12760174,"Broad Brook, CT 06016"
US:06018,12760175,"Canaan, CT 06018"
US:06019,12760176,"Canton, CT 06019"
US:06020,12760177,"Canton Center, CT 06020"
US:06021,12760178,"Colebrook, CT 06021"
US:06023,12760180,"East Berlin, CT 06023"
US:06024,12760181,"East Canaan, CT 06024"
US:06026,12760183,"East Granby, CT 06026"
US:06027,12760184,"East Hartland, CT 06027"
US:06029,12760186,"Ellington, CT 06029"
US:06030,12760187,"Farmington, CT 06030"
US:06031,12760188,"Falls Village, CT 06031"
US:06032,12760189,"Farmington, CT 06032"
US:06033,12760190,"Glastonbury, CT 06033"
US:06035,12760192,"Granby, CT 06035"
US:06037,12760193,"Berlin, CT 06037"
US:06039,12760194,"Lakeville, CT 06039"
US:06041,12760196,"Manchester, CT 06041"
US:06043,12760197,"Bolton, CT 06043"
US:06050,12760200,"New Britain, CT 06050"
US:06051,12760201,"New Britain, CT 06051"
US:06052,12760202,"New Britain, CT 06052"
US:06057,12760204,"New Hartford, CT 06057"
US:06058,12760205,"Norfolk, CT 06058"
US:06060,12760207,"North Granby, CT 06060"
US:06061,12760208,"Pine Meadow, CT 06061"
US:06062,12760209,"Plainville, CT 06062"
US:06063,12760210,"Barkhamsted, CT 06063"
US:06065,12760212,"Riverton, CT 06065"
US:06066,12760213,"Rockville, CT 06066"
US:06067,12760214,"Rocky Hill, CT 06067"
US:06068,12760215,"Salisbury, CT 06068"
US:06069,12760216,"Sharon, CT 06069"
US:06071,12760218,"Somers, CT 06071"
US:06073,12760220,"South Glastonbury, CT 06073"
US:06074,12760221,"South Windsor, CT 06074"
US:06076,12760223,"Stafford Springs, CT 06076"
US:06078,12760225,"Suffield, CT 06078"
US:06079,12760226,"Taconic, CT 06079"
US:06081,12760228,"Tariffville, CT 06081"
US:06082,12760229,"Enfield, CT 06082"
US:06084,12760231,"Tolland, CT 06084"
US:06085,12760232,"Unionville, CT 06085"
US:06088,12760234,"East Windsor, CT 06088"
US:06089,12760235,"Weatogue, CT 06089"
US:06090,12760236,"West Granby, CT 06090"
US:06091,12760237,"West Hartland, CT 06091"
US:06092,12760238,"West Simsbury, CT 06092"
US:06093,12760239,"West Suffield, CT 06093"
US:06095,12760241,"Windsor, CT 06095"
US:06096,12760242,"Windsor Locks, CT 06096"
US:06098,12760243,"Winsted, CT 06098"
US:06101,12760244,"Hartford, CT 06101"
US:06103,12760246,"Hartford, CT 06103"
US:06105,12760248,"Hartford, CT 06105"
US:06106,12760249,"Hartford, CT 06106"
US:06107,12760250,"West Hartford, CT 06107"
US:06108,12760251,"East Hartford, CT 06108"
US:06109,12760252,"Wethersfield, CT 06109"
US:06110,12760253,"West Hartford, CT 06110"
US:06111,12760254,"Newington, CT 06111"
US:06112,12760255,"Hartford, CT 06112"
US:06114,12760256,"Hartford, CT 06114"
US:06115,12760257,"Hartford, CT 06115"
US:06117,12760258,"West Hartford, CT 06117"
US:06118,12760259,"East Hartford, CT 06118"
US:06119,12760260,"West Hartford, CT 06119"
US:06120,12760261,"Hartford, CT 06120"
US:06154,12760285,"Hartford, CT 06154"
US:06156,12760287,"Hartford, CT 06156"
US:06161,12760289,"Hartford, CT 06161"
US:06183,12760292,"Hartford, CT 06183"
US:06226,12760294,"Willimantic, CT 06226"
US:06230,12760295,"Abington, CT 06230"
US:06231,12760296,"Amston, CT 06231"
US:06232,12760297,"Andover, CT 06232"
US:06234,12760299,"Brooklyn, CT 06234"
US:06235,12760300,"Chaplin, CT 06235"
US:06237,12760301,"Columbia, CT 06237"
US:06238,12760302,"Coventry, CT 06238"
US:06239,12760303,"Danielson, CT 06239"
US:06241,12760304,"Dayville, CT 06241"
US:06242,12760305,"Eastford, CT 06242"
US:06243,12760306,"East Killingly, CT 06243"
US:06247,12760310,"Hampton, CT 06247"
US:06248,12760311,"Hebron, CT 06248"
US:06249,12760312,"Lebanon, CT 06249"
US:06250,12760313,"Mansfield Center, CT 06250"
US:06254,12760315,"North Franklin, CT 06254"
US:06255,12760316,"North Grosvenor Dale, CT 06255"
US:06256,12760317,"North Windham, CT 06256"
US:06258,12760318,"Pomfret, CT 06258"
US:06259,12760319,"Pomfret Center, CT 06259"
US:06260,12760320,"Putnam, CT 06260"
US:06262,12760321,"Quinebaug, CT 06262"
US:06263,12760322,"Rogers, CT 06263"
US:06264,12760323,"Scotland, CT 06264"
US:06266,12760325,"South Windham, CT 06266"
US:06268,12760327,"Storrs, CT 06268"
US:06269,12760328,"Storrs, CT 06269"
US:06277,12760329,"Thompson, CT 06277"
US:06278,12760330,"Ashford, CT 06278"
US:06279,12760331,"Willington, CT 06279"
US:06280,12760332,"Windham, CT 06280"
US:06281,12760333,"Woodstock, CT 06281"
US:06282,12760334,"Woodstock Valley, CT 06282"
US:06320,12760335,"New London, CT 06320"
US:06330,12760336,"Baltic, CT 06330"
US:06331,12760337,"Canterbury, CT 06331"
US:06332,12760338,"Central Village, CT 06332"
US:06333,12760339,"East Lyme, CT 06333"
US:06334,12760340,"Bozrah, CT 06334"
US:06335,12760341,"Gales Ferry, CT 06335"
US:06336,12760342,"Gilman, CT 06336"
US:06338,23509619,"Mashantucket, CT 06338"
US:06339,12760344,"Ledyard, CT 06339"
US:06350,12760347,"Hanover, CT 06350"
US:06351,12760348,"Jewett City, CT 06351"
US:06353,12760349,"Montville, CT 06353"
US:06354,12760350,"Moosup, CT 06354"
US:06355,12760351,"Mystic, CT 06355"
US:06357,12760352,"Niantic, CT 06357"
US:06359,12760353,"North Stonington, CT 06359"
US:06360,12760354,"Norwich, CT 06360"
US:06365,12760355,"Preston, CT 06365"
US:06370,12760356,"Oakdale, CT 06370"
US:06371,12760357,"Old Lyme, CT 06371"
US:06373,12760359,"Oneco, CT 06373"
US:06374,12760360,"Plainfield, CT 06374"
US:06375,12760361,"Quaker Hill, CT 06375"
US:06377,12760363,"Sterling, CT 06377"
US:06379,12760365,"Pawcatuck, CT 06379"
US:06380,12760366,"Taftville, CT 06380"
US:06382,12760367,"Uncasville, CT 06382"
US:06383,12760368,"Versailles, CT 06383"
US:06384,12760369,"Voluntown, CT 06384"
US:06387,12760371,"Wauregan, CT 06387"
US:06390,12760374,"Fishers Island, NY 06390"
US:06403,12760376,"Beacon Falls, CT 06403"
US:06405,12760378,"Branford, CT 06405"
US:06409,12760380,"Centerbrook, CT 06409"
US:06410,12760381,"Cheshire, CT 06410"
US:06412,12760383,"Chester, CT 06412"
US:06414,12760385,"Cobalt, CT 06414"
US:06416,12760387,"Cromwell, CT 06416"
US:06419,12760390,"Killingworth, CT 06419"
US:06420,12760391,"Salem, CT 06420"
US:06423,12760393,"East Haddam, CT 06423"
US:06426,12760395,"Essex, CT 06426"
US:06438,12760401,"Haddam, CT 06438"
US:06439,12760402,"Hadlyme, CT 06439"
US:06441,12760404,"Higganum, CT 06441"
US:06442,12760405,"Ivoryton, CT 06442"
US:06444,12760407,"Marion, CT 06444"
US:06447,12760408,"Marlborough, CT 06447"
US:06450,12760409,"Meriden, CT 06450"
US:06451,12760410,"Meriden, CT 06451"
US:06455,12760412,"Middlefield, CT 06455"
US:06456,12760413,"Middle Haddam, CT 06456"
US:06457,12760414,"Middletown, CT 06457"
US:06459,12760415,"Middletown, CT 06459"
US:06460,12760416,"Milford, CT 06460"
US:06461,26814459,"Milford, CT 06461"
US:06467,12760417,"Milldale, CT 06467"
US:06468,12760418,"Monroe, CT 06468"
US:06469,12760419,"Moodus, CT 06469"
US:06470,12760420,"Newtown, CT 06470"
US:06471,12760421,"North Branford, CT 06471"
US:06472,12760422,"Northford, CT 06472"
US:06473,12760423,"North Haven, CT 06473"
US:06475,12760425,"Old Saybrook, CT 06475"
US:06477,12760426,"Orange, CT 06477"
US:06478,12760427,"Oxford, CT 06478"
US:06479,12760428,"Plantsville, CT 06479"
US:06480,12760429,"Portland, CT 06480"
US:06481,12760430,"Rockfall, CT 06481"
US:06482,12760431,"Sandy Hook, CT 06482"
US:06483,12760432,"Seymour, CT 06483"
US:06484,12760433,"Shelton, CT 06484"
US:06488,12760435,"Southbury, CT 06488"
US:06489,12760436,"Southington, CT 06489"
US:06510,12760452,"New Haven, CT 06510"
US:06511,12760453,"New Haven, CT 06511"
US:06512,12760454,"East Haven, CT 06512"
US:06513,12760455,"New Haven, CT 06513"
US:06514,12760456,"Hamden, CT 06514"
US:06515,12760457,"New Haven, CT 06515"
US:06516,12760458,"West Haven, CT 06516"
US:06517,12760459,"Hamden, CT 06517"
US:06518,12760460,"Hamden, CT 06518"
US:06519,12760461,"New Haven, CT 06519"
US:06524,12760464,"Bethany, CT 06524"
US:06525,12760465,"Woodbridge, CT 06525"
US:06602,12760477,"Bridgeport, CT 06602"
US:06604,12760478,"Bridgeport, CT 06604"
US:06605,12760479,"Bridgeport, CT 06605"
US:06606,12760480,"Bridgeport, CT 06606"
US:06607,12760481,"Bridgeport, CT 06607"
US:06608,12760482,"Bridgeport, CT 06608"
US:06610,12760483,"Bridgeport, CT 06610"
US:06611,12760484,"Trumbull, CT 06611"
US:06612,12760485,"Easton, CT 06612"
US:06614,12760486,"Stratford, CT 06614"
US:06615,12760487,"Stratford, CT 06615"
US:06702,12760491,"Waterbury, CT 06702"
US:06704,12760493,"Waterbury, CT 06704"
US:06705,12760494,"Waterbury, CT 06705"
US:06706,12760495,"Waterbury, CT 06706"
US:06708,12760496,"Waterbury, CT 06708"
US:06710,12760497,"Waterbury, CT 06710"
US:06712,12760498,"Prospect, CT 06712"
US:06716,12760499,"Wolcott, CT 06716"
US:06721,12760501,"Waterbury, CT 06721"
US:06750,12760508,"Bantam, CT 06750"
US:06751,12760509,"Bethlehem, CT 06751"
US:06752,12760510,"Bridgewater, CT 06752"
US:06753,12760511,"Cornwall, CT 06753"
US:06754,12760512,"Cornwall Bridge, CT 06754"
US:06755,12760513,"Gaylordsville, CT 06755"
US:06756,12760514,"Goshen, CT 06756"
US:06757,12760515,"Kent, CT 06757"
US:06758,12760516,"Lakeside, CT 06758"
US:06762,12760518,"Middlebury, CT 06762"
US:06763,12760519,"Morris, CT 06763"
US:06770,12760520,"Naugatuck, CT 06770"
US:06776,12760521,"New Milford, CT 06776"
US:06777,12760522,"New Preston, CT 06777"
US:06778,12760523,"Northfield, CT 06778"
US:06779,12760524,"Oakville, CT 06779"
US:06782,12760526,"Plymouth, CT 06782"
US:06783,12760527,"Roxbury, CT 06783"
US:06784,12760528,"Sherman, CT 06784"
US:06785,12760529,"South Kent, CT 06785"
US:06786,12760530,"Terryville, CT 06786"
US:06787,12760531,"Thomaston, CT 06787"
US:06790,12760532,"Torrington, CT 06790"
US:06791,12760533,"Harwinton, CT 06791"
US:06793,12760534,"Washington, CT 06793"
US:06794,12760535,"Washington Depot, CT 06794"
US:06795,12760536,"Watertown, CT 06795"
US:06796,12760537,"West Cornwall, CT 06796"
US:06798,12760538,"Woodbury, CT 06798"
US:06804,12760540,"Brookfield, CT 06804"
US:06807,12760541,"Cos Cob, CT 06807"
US:06810,12760542,"Danbury, CT 06810"
US:06811,12760543,"Danbury, CT 06811"
US:06812,12760544,"New Fairfield, CT 06812"
US:06816,12760547,"Danbury, CT 06816"
US:06817,12760548,"Danbury, CT 06817"
US:06820,12760549,"Darien, CT 06820"
US:06824,23509624,"Fairfield, CT 06824"
US:06825,23509625,"Fairfield, CT 06825"
US:06830,12760551,"Greenwich, CT 06830"
US:06831,12760552,"Greenwich, CT 06831"
US:06840,12760555,"New Canaan, CT 06840"
US:06850,12760557,"Norwalk, CT 06850"
US:06851,12760558,"Norwalk, CT 06851"
US:06853,12760560,"Norwalk, CT 06853"
US:06854,12760561,"Norwalk, CT 06854"
US:06855,12760562,"Norwalk, CT 06855"
US:06857,12760564,"Norwalk, CT 06857"
US:06858,12760565,"Norwalk, CT 06858"
US:06870,12760568,"Old Greenwich, CT 06870"
US:06878,12760572,"Riverside, CT 06878"
US:06880,12760574,"Westport, CT 06880"
US:06883,12760576,"Weston, CT 06883"
US:06889,12760578,"Westport, CT 06889"
US:06890,23509628,"Southport, CT 06890"
US:06896,12760579,"Redding, CT 06896"
US:06897,12760580,"Wilton, CT 06897"
US:06901,12760581,"Stamford, CT 06901"
US:06902,12760582,"Stamford, CT 06902"
US:06903,12760583,"Stamford, CT 06903"
US:06905,12760585,"Stamford, CT 06905"
US:06906,12760586,"Stamford, CT 06906"
US:06907,12760587,"Stamford, CT 06907"
US:06910,12760588,"Stamford, CT 06910"
US:06922,12760594,"Stamford, CT 06922"
US:06926,12760596,"Stamford, CT 06926"
US:06927,12760597,"Stamford, CT 06927"
US:07001,12760599,"Avenel, NJ 07001"
US:07002,12760600,"Bayonne, NJ 07002"
US:07003,12760601,"Bloomfield, NJ 07003"
US:07004,12760602,"Fairfield, NJ 07004"
US:07005,12760603,"Boonton, NJ 07005"
US:07006,12760604,"Caldwell, NJ 07006"
US:07008,12760606,"Carteret, NJ 07008"
US:07010,12760608,"Cliffside Park, NJ 07010"
US:07011,12760609,"Clifton, NJ 07011"
US:07012,12760610,"Clifton, NJ 07012"
US:07013,12760611,"Clifton, NJ 07013"
US:07014,12760612,"Clifton, NJ 07014"
US:07016,12760614,"Cranford, NJ 07016"
US:07017,12760615,"East Orange, NJ 07017"
US:07018,12760616,"East Orange, NJ 07018"
US:07020,12760618,"Edgewater, NJ 07020"
US:07021,12760619,"Essex Fells, NJ 07021"
US:07022,12760620,"Fairview, NJ 07022"
US:07023,12760621,"Fanwood, NJ 07023"
US:07024,12760622,"Fort Lee, NJ 07024"
US:07026,12760623,"Garfield, NJ 07026"
US:07027,12760624,"Garwood, NJ 07027"
US:07028,12760625,"Glen Ridge, NJ 07028"
US:07029,12760626,"Harrison, NJ 07029"
US:07030,12760627,"Hoboken, NJ 07030"
US:07031,12760628,"North Arlington, NJ 07031"
US:07032,12760629,"Kearny, NJ 07032"
US:07033,12760630,"Kenilworth, NJ 07033"
US:07034,12760631,"Lake Hiawatha, NJ 07034"
US:07035,12760632,"Lincoln Park, NJ 07035"
US:07036,12760633,"Linden, NJ 07036"
US:07039,12760634,"Livingston, NJ 07039"
US:07040,12760635,"Maplewood, NJ 07040"
US:07041,12760636,"Millburn, NJ 07041"
US:07042,12760637,"Montclair, NJ 07042"
US:07043,12760638,"Montclair, NJ 07043"
US:07044,12760639,"Verona, NJ 07044"
US:07045,12760640,"Montville, NJ 07045"
US:07046,12760641,"Mountain Lakes, NJ 07046"
US:07047,12760642,"North Bergen, NJ 07047"
US:07050,12760643,"Orange, NJ 07050"
US:07054,12760646,"Parsippany, NJ 07054"
US:07055,12760647,"Passaic, NJ 07055"
US:07057,12760648,"Wallington, NJ 07057"
US:07058,12760649,"Pine Brook, NJ 07058"
US:07059,12760650,"Warren, NJ 07059"
US:07060,12760651,"Plainfield, NJ 07060"
US:07062,12760653,"Plainfield, NJ 07062"
US:07063,12760654,"Plainfield, NJ 07063"
US:07064,12760655,"Port Reading, NJ 07064"
US:07065,12760656,"Rahway, NJ 07065"
US:07066,12760657,"Clark, NJ 07066"
US:07067,12760658,"Colonia, NJ 07067"
US:07068,12760659,"Roseland, NJ 07068"
US:07069,23424565,"Watchung, NJ 07069"
US:07070,12760660,"Rutherford, NJ 07070"
